 

stn    time           tre200h0  rre150h0  rre024i0
BUF    2020040305         -5.6       0.0       0.0
BUF    2020040306         -5.7       0.0       0.0
BUF    2020040307         -3.7       0.0       0.0
BUF    2020040308         -0.1       0.0       0.0
BUF    2020040309          0.9       0.0       0.0
BUF    2020040310          1.3       0.0       0.0
BUF    2020040311          2.1       0.0       0.0
BUF    2020040312          2.9       0.0       0.0
BUF    2020040313          3.6       0.0       0.0
BUF    2020040314          4.4       0.0       0.0
BUF    2020040315          4.6       0.0       0.0
BUF    2020040316          3.9       0.0       0.0
BUF    2020040317          2.2       0.0       0.0
BUF    2020040318         -0.5       0.0       0.0
BUF    2020040319         -3.2       0.0       0.0
BUF    2020040320         -4.4       0.0       0.0
BUF    2020040321         -5.7       0.0       0.0
BUF    2020040322         -7.0       0.0       0.0
BUF    2020040323         -7.9       0.0       0.0
BUF    2020040400         -8.8       0.0       0.0
BUF    2020040401         -9.1       0.0       0.0
BUF    2020040402        -10.0       0.0       0.0
BUF    2020040403        -10.4       0.0       0.0
BUF    2020040404        -10.8       0.0       0.0
BUF    2020040405        -11.4       0.0       0.0
BUF    2020040406        -11.4       0.0       0.0
BUF    2020040407         -8.3       0.0       0.0
BUF    2020040408         -2.7       0.0       0.0
BUF    2020040409          1.2       0.0       0.0
BUF    2020040410          3.0       0.0       0.0
BUF    2020040411          3.9       0.0       0.0
BUF    2020040412          5.1       0.0       0.0
BUF    2020040413          5.8       0.0       0.0
BUF    2020040414          6.7       0.0       0.0
BUF    2020040415          7.0       0.0       0.0
BUF    2020040416          6.5       0.0       0.0
BUF    2020040417          4.6       0.0       0.0
BUF    2020040418          0.1       0.0       0.0
BUF    2020040419         -2.8       0.0       0.0
BUF    2020040420         -4.0       0.0       0.0
BUF    2020040421         -5.2       0.0       0.0
BUF    2020040422         -6.5       0.0       0.0
BUF    2020040423         -7.4       0.0       0.0
BUF    2020040500         -8.1       0.0       0.0
BUF    2020040501         -8.7       0.0       0.0
BUF    2020040502         -9.4       0.0       0.0
BUF    2020040503         -9.9       0.0       0.0
BUF    2020040504        -10.5       0.0       0.0
BUF    2020040505        -10.8       0.0       0.0
BUF    2020040506        -10.7       0.0       0.0
BUF    2020040507         -7.3       0.0       0.0
BUF    2020040508         -1.3       0.0       0.0
BUF    2020040509          3.0       0.0       0.0
BUF    2020040510          5.3       0.0       0.0
BUF    2020040511          5.9       0.0       0.0
BUF    2020040512          6.6       0.0       0.0
BUF    2020040513          7.1       0.0       0.0
BUF    2020040514          7.3       0.0       0.0
BUF    2020040515          7.8       0.0       0.0
BUF    2020040516          7.8       0.0       0.0
BUF    2020040517          5.5       0.0       0.0
BUF    2020040518          1.9       0.0       0.0
BUF    2020040519         -1.0       0.0       0.0
BUF    2020040520         -2.6       0.0       0.0
BUF    2020040521         -3.6       0.0       0.0
BUF    2020040522         -4.0       0.0       0.0
BUF    2020040523         -4.7       0.0       0.0
BUF    2020040600         -5.5       0.0       0.0
BUF    2020040601         -6.3       0.0       0.0
BUF    2020040602         -6.8       0.0       0.0
BUF    2020040603         -7.7       0.0       0.0
BUF    2020040604         -8.3       0.0       0.0
BUF    2020040605         -8.5       0.0       0.0
BUF    2020040606         -8.3       0.0       0.0
BUF    2020040607         -5.3       0.0       0.0
BUF    2020040608          0.0       0.0       0.0
BUF    2020040609          2.9       0.0       0.0
BUF    2020040610          4.4       0.0       0.0
BUF    2020040611          5.4       0.0       0.0
BUF    2020040612          6.5       0.0       0.0
BUF    2020040613          7.3       0.0       0.0
BUF    2020040614          8.1       0.0       0.0
BUF    2020040615          8.5       0.0       0.0
BUF    2020040616          8.1       0.0       0.0
BUF    2020040617          5.6       0.0       0.0
BUF    2020040618          2.7       0.0       0.0
BUF    2020040619         -0.3       0.0       0.0
BUF    2020040620         -2.0       0.0       0.0
BUF    2020040621         -3.0       0.0       0.0
BUF    2020040622         -3.7       0.0       0.0
BUF    2020040623         -4.4       0.0       0.0
BUF    2020040700         -5.2       0.0       0.0
BUF    2020040701         -5.9       0.0       0.0
BUF    2020040702         -6.5       0.0       0.0
BUF    2020040703         -7.3       0.0       0.0
BUF    2020040704         -7.5       0.0       0.0
BUF    2020040705         -7.8       0.0       0.0
BUF    2020040706         -7.7       0.0       0.0
BUF    2020040707         -4.7       0.0       0.0
BUF    2020040708          1.4       0.0       0.0
BUF    2020040709          6.0       0.0       0.0
BUF    2020040710          7.5       0.0       0.0
BUF    2020040711          8.4       0.0       0.0
BUF    2020040712          9.1       0.0       0.0
BUF    2020040713          9.6       0.0       0.0
BUF    2020040714          9.9       0.0       0.0
BUF    2020040715         10.1       0.0       0.0
BUF    2020040716          9.6       0.0       0.0
BUF    2020040717          5.8       0.0       0.0
BUF    2020040718          3.3       0.0       0.0
BUF    2020040719          0.5       0.0       0.0
BUF    2020040720         -1.3       0.0       0.0
BUF    2020040721         -2.4       0.0       0.0
BUF    2020040722         -3.0       0.0       0.0
BUF    2020040723         -3.4       0.0       0.0
BUF    2020040800         -4.0       0.0       0.0
BUF    2020040801         -4.4       0.0       0.0
BUF    2020040802         -5.0       0.0       0.0
BUF    2020040803         -5.5       0.0       0.0
BUF    2020040804         -5.9       0.0       0.0
BUF    2020040805         -6.4       0.0       0.0
BUF    2020040806         -6.5       0.0       0.0
BUF    2020040807         -3.5       0.0       0.0
BUF    2020040808          2.0       0.0       0.0
BUF    2020040809          5.4       0.0       0.0
BUF    2020040810          7.1       0.0       0.0
BUF    2020040811          8.2       0.0       0.0
BUF    2020040812          9.0       0.0       0.0
BUF    2020040813          9.8       0.0       0.0
BUF    2020040814         10.1       0.0       0.0
BUF    2020040815         10.3       0.0       0.0
BUF    2020040816         10.2       0.0       0.0
BUF    2020040817          7.5       0.0       0.0
BUF    2020040818          3.8       0.0       0.0
BUF    2020040819          0.8       0.0       0.0
BUF    2020040820         -1.0       0.0       0.0
BUF    2020040821         -2.0       0.0       0.0
BUF    2020040822         -2.7       0.0       0.0
BUF    2020040823         -3.3       0.0       0.0
BUF    2020040900         -3.9       0.0       0.0
BUF    2020040901         -4.5       0.0       0.0
BUF    2020040902         -5.0       0.0       0.0
BUF    2020040903         -5.5       0.0       0.0
BUF    2020040904         -5.8       0.0       0.0
BUF    2020040905         -6.2       0.0       0.0
BUF    2020040906         -5.9       0.0       0.0
BUF    2020040907         -2.7       0.0       0.0
BUF    2020040908          3.0       0.0       0.0
BUF    2020040909          6.4       0.0       0.0
BUF    2020040910          7.4       0.0       0.0
BUF    2020040911          8.1       0.0       0.0
BUF    2020040912          8.7       0.0       0.0
BUF    2020040913          9.4       0.0       0.0
BUF    2020040914          9.8       0.0       0.0
BUF    2020040915         10.1       0.0       0.0
BUF    2020040916          9.9       0.0       0.0
BUF    2020040917          8.5       0.0       0.0
BUF    2020040918          4.6       0.0       0.0
BUF    2020040919          2.0       0.0       0.0
BUF    2020040920          0.1       0.0       0.0
BUF    2020040921         -1.2       0.0       0.0
BUF    2020040922         -2.1       0.0       0.0
BUF    2020040923         -2.9       0.0       0.0
BUF    2020041000         -3.4       0.0       0.0
BUF    2020041001         -4.0       0.0       0.0
BUF    2020041002         -4.2       0.0       0.0
BUF    2020041003         -4.8       0.0       0.0
BUF    2020041004         -5.5       0.0       0.0
BUF    2020041005         -5.9       0.0       0.0
BUF    2020041006         -5.8       0.0       0.0
BUF    2020041007         -2.8       0.0       0.0
BUF    2020041008          3.0       0.0       0.0
BUF    2020041009          6.9       0.0       0.0
BUF    2020041010          8.3       0.0       0.0
BUF    2020041011          9.0       0.0       0.0
BUF    2020041012         10.0       0.0       0.0
BUF    2020041013         10.2       0.0       0.0
BUF    2020041014         10.7       0.0       0.0
BUF    2020041015         10.8       0.0       0.0
BUF    2020041016         10.3       0.0       0.0
BUF    2020041017          7.2       0.0       0.0
BUF    2020041018          4.7       0.0       0.0
BUF    2020041019          1.2       0.0       0.0
BUF    2020041020         -0.7       0.0       0.0
BUF    2020041021         -1.8       0.0       0.0
BUF    2020041022         -2.5       0.0       0.0
BUF    2020041023         -3.0       0.0       0.0
BUF    2020041100         -3.5       0.0       0.0
BUF    2020041101         -4.1       0.0       0.0
BUF    2020041102         -4.6       0.0       0.0
BUF    2020041103         -4.9       0.0       0.0
BUF    2020041104         -5.5       0.0       0.0
BUF    2020041105         -5.8       0.0       0.0
BUF    2020041106         -5.6       0.0       0.0
BUF    2020041107         -2.2       0.0       0.0
BUF    2020041108          3.9       0.0       0.0
BUF    2020041109          7.2       0.0       0.0
BUF    2020041110          8.4       0.0       0.0
BUF    2020041111          9.7       0.0       0.0
BUF    2020041112         10.2       0.0       0.0
BUF    2020041113         11.2       0.0       0.0
BUF    2020041114         11.6       0.0       0.0
BUF    2020041115         11.6       0.0       0.0
BUF    2020041116         10.9       0.0       0.0
BUF    2020041117          7.3       0.0       0.0
BUF    2020041118          4.5       0.0       0.0
BUF    2020041119          1.6       0.0       0.0
BUF    2020041120         -0.1       0.0       0.0
BUF    2020041121         -1.2       0.0       0.0
BUF    2020041122         -2.0       0.0       0.0
BUF    2020041123         -2.5       0.0       0.0
BUF    2020041200         -2.9       0.0       0.0
BUF    2020041201         -3.3       0.0       0.0
BUF    2020041202         -3.7       0.0       0.0
BUF    2020041203         -4.1       0.0       0.0
BUF    2020041204         -4.6       0.0       0.0
BUF    2020041205         -5.0       0.0       0.0
BUF    2020041206         -4.4       0.0       0.0
BUF    2020041207         -1.7       0.0       0.0
BUF    2020041208          3.8       0.0       0.0
BUF    2020041209          6.8       0.0       0.0
BUF    2020041210          8.1       0.0       0.0
BUF    2020041211          8.7       0.0       0.0
BUF    2020041212          9.2       0.0       0.0
BUF    2020041213          9.7       0.0       0.0
BUF    2020041214          9.8       0.0       0.0
BUF    2020041215          9.2       0.0       0.0
BUF    2020041216          9.3       0.0       0.0
BUF    2020041217          8.4       0.0       0.0
BUF    2020041218          5.9       0.0       0.0
BUF    2020041219          2.9       0.0       0.0
BUF    2020041220          1.9       0.0       0.0
BUF    2020041221          0.3       0.0       0.0
BUF    2020041222         -1.1       0.0       0.0
BUF    2020041223         -2.1       0.0       0.0
BUF    2020041300         -2.6       0.0       0.0
BUF    2020041301         -2.8       0.0       0.0
BUF    2020041302         -3.2       0.0       0.0
BUF    2020041303         -3.5       0.0       0.0
BUF    2020041304         -3.6       0.0       0.0
